"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader"
"1337",1489,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Thailand","N","Chiang Rai","Cave 3","NA","NA","2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","0","0","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1338",1490,"sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory","Ar Gouilh et al.","Infect Genet Evol",2011,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"urine","Thailand","N","Chiang Rai","Cave 3","NA","NA","2006","","",NA,"","April","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","urinary","tissue","0","0","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1339",1491,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,12,1,0.083333,"Miniopterus schreibersii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"1340",1492,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Averyon","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1341",1493,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Dions, Gard","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1342",1494,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,9,1,0.111111,"Miniopterus schreibersii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Sant Llorenc Savall","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"1343",1495,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Olesa de Bonesvalls","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1344",1496,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,1,0.166667,"Miniopterus schreibersii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Inca, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"1345",1497,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,8,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Malgrat de Mar","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1346",1498,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Les","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1347",1499,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Miniopterus schreibersii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Os de Balaguer","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"1348",1500,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Palma, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii"
"1349",1501,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,0,0,"Miniopterus meghrebensis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Morocco","N","Ifri'N Caid","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus maghrebensis"
"1350",1502,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,8,1,0.125,"Tadarida teniotis","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","San Pedro, Oliete","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Tadarida teniotis"
"1351",1503,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,3,1,0.333333,"Rhinolophus euryale","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Morocco","N","Ifri'N Caid","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus euryale"
"1352",1504,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,7,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1353",1505,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lapanouse, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1354",1506,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,161,61,0.378882,"Rhinolophus ferrumequinum","alphacoronavirus and betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Cantoin, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1355",1507,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pantchateau, Loire-Atlantique","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1356",1508,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,3,1,0.333333,"Rhinolophus ferrumequinum","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Batere, Pyrenees-Orientales","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum"
"1357",1509,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pluherlin, Morbihan, Bretagne","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1358",1510,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,705,90,0.12766,"Rhinolophus ferrumequinum","alphacoronavirus and betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Plovan, Finistere, Bretagne","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1359",1511,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Morocco","N","Ifri'N Caid","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1360",1512,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,4,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Inca, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1361",1513,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,48,8,0.166667,"Rhinolophus ferrumequinum","betacoronavirus","","Sarbecovirus","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Rocafort","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","betacoronavirus",1,"Rhinolophus ferrumequinum"
"1362",1514,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Ferreries, Minorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum"
"1363",1515,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,1,1,"Rhinolophus ferrumequinum","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Llucmajor, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Rhinolophus ferrumequinum"
"1364",1516,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,8,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros"
"1365",1517,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros"
"1366",1518,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,3,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lapanouse, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus hipposideros"
"1367",1519,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Barbastella barbastellus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pluherin, Morbihan, Bretagne","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Barbastella barbastellus"
"1368",1520,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,1,0.5,"Eptesicus serotinus","genus not specified","viral genus explicitly marked ""NA"" in data table 1 in paper","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Dions, Gard","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/26/2022 2:37pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus"
"1369",1521,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lacalm, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus"
"1370",1522,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Senet","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus"
"1371",1523,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Eptesicus isabellinus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Tunisia","N","Zaghouan","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus isabellinus"
"1372",1524,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Oliete","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus savii"
"1373",1525,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Lagarde, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe"
"1374",1526,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis alcathoe","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Batere, Pyrenees-Orientales","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis alcathoe"
"1375",1527,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Laissac, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii"
"1376",1528,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,9,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Pontchateau, Loire-Atlantique","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis bechsteinii"
"1377",1529,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,2,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Batere, Pyrenees-Orientales","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii"
"1378",1530,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Creissels","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii"
"1379",1531,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,4,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Les","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii"
"1380",1532,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis blythii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Os de Balaguer","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis blythii"
"1381",1533,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Dions, Gard","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii"
"1382",1534,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","France","N","Cantoin, Aveyron","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii"
"1383",1535,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,6,6,1,"Myotis capaccinii","alphacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Llucmajor, Majorque","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","Unclear if alpha/alpha","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","alphacoronavirus",1,"Myotis capaccinii"
"1384",1536,"sars-cov related betacoronavirus and diverse alphacoronavirus members found in western old-world","Ar Gouilh et al.","Virology",2018,1,0,0,"Myotis capaccinii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"faeces","Spain","N","Olesa de Bonesvalls","","NA","NA","","2008","",2016,"","","Year",NA,"N","N","N","","VERENA Admin","4/12/2022 2:22pm","faecal, rectal, or anal","faeces","1","1","1","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis capaccinii"
