Title,Authors,Journal,Year,nSamples,nPositive,Prevalence,HostFamily,HostGenus,Hosts,nSpecies,VirusGenus,VirusSubgenus,VirusStrain,DetectionType,StudyType,DetectionMethod,DetectionMethodSpecific,PCRMethod,GeneTarget,GeneTargetDetailed,Tissue,Sample,Country,State,SamplingSite,Latitude,Longitude,nSamplingTrips,YearDiscrete,MonthsDiscrete,StartYear,StartMonth,EndYear,EndMonth,Summer,Fall,Winter,Spring,TerminalSampling
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,198,0,0,Vespertilionidae,Pipistrellus,Pipistrellus abramus,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,lung or respiratory,swab,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,198,0,0,Vespertilionidae,Pipistrellus,Pipistrellus abramus,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,11,0,0,Vespertilionidae,Pipistrellus,Pipistrellus tenuis,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,lung or respiratory,swab,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,11,0,0,Vespertilionidae,Pipistrellus,Pipistrellus tenuis,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,16,0,0,Vespertilionidae,Scotophilus,Scotophilus kuhlii,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,lung or respiratory,swab,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,16,0,0,Vespertilionidae,Scotophilus,Scotophilus kuhlii,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,75,0,0,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,lung or respiratory,swab,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
"recent transmission of a novel alphacoronavirus, bat coronavirus hku10, from leschenault's rousettes to pomona leaf-nosed bats: first evidence of interspecies transmission of coronavirus between bats of different suborders",Lau et al.,J Virol,2012,75,0,0,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,1,genus not specified,NA,HKU-10,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guangdong",NA,NA,NA,NA,NA,NA,2005,September,2010,August,1,1,1,1,Yes
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Craseonycteridae,Craseonycteris,Craseonycteris thonglongyai,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Khanchanaburi,Cave 27,NA,NA,NA,2008,January,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Craseonycteridae,Craseonycteris,Craseonycteris thonglongyai,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Khanchanaburi,Cave 28,NA,NA,NA,2008,January,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,7,0,0,Craseonycteridae,Craseonycteris,Craseonycteris thonglongyai,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Khanchanaburi,Cave 27,NA,NA,NA,2008,January,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,6,0,0,Craseonycteridae,Craseonycteris,Craseonycteris thonglongyai,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Khanchanaburi,Cave 28,NA,NA,NA,2008,January,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros lekaguli,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros lekaguli,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,4,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Nan,Cave 1,NA,NA,NA,2006,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,6,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,7,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Aselliscus,Aselliscus stoliczkanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Aselliscus,Aselliscus stoliczkanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Aselliscus,Aselliscus stoliczkanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros lylei,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros lylei,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros lylei,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Phayao,Cave 2,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,15,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,18,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Aselliscus,Aselliscus stoliczkanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Aselliscus,Aselliscus stoliczkanus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chiang Rai,Cave 3,NA,NA,NA,2006,April,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,17,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2006,June,NA,NA,NA,NA,1,0,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,7,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2006,June,NA,NA,NA,NA,1,0,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2006,June,NA,NA,NA,NA,1,0,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 13,NA,NA,NA,2007,July,NA,NA,NA,NA,1,0,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,12,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Ratchaburi,Cave 5,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Ratchaburi,Cave 5,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Ratchaburi,Cave 6,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 6,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,9,0,0,Hipposideridae,Hipposideros,Hipposideros lekaguli,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Ratchaburi,Cave 6,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros lekaguli,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 6,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros lekaguli,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Ratchaburi,Cave 6,NA,NA,NA,2006,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,8,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 14,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros pomona,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 14,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros cineraceus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Uthai Thani,Cave 14,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Tak,Cave 15,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Tak,Cave 16,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros lylei,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Tak,Cave 16,NA,NA,NA,2007,May,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,10,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2007,September,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,10,4,0.4,Hipposideridae,Hipposideros,Hipposideros armiger,1,alphacoronavirus,NA,Ha AcOV R,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2007,September,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Ratchaburi,Cave 4,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,10,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,10,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,11,0,0,Hipposideridae,Hipposideros,Hipposideros larvatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,oropharyngeal,swab,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,11,3,0.272727,Hipposideridae,Hipposideros,Hipposideros larvatus,1,betacoronavirus,NA,HI BcoV T,repeat,longitudinal,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Chachoengsao,Cave 17,NA,NA,NA,2007,March,NA,NA,NA,NA,0,0,0,1,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,3,0,0,Hipposideridae,Hipposideros,Hipposideros pomona,1,genus not specified,NA,NA,single,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Nakon Ratchasima,Cave 18,NA,NA,NA,2007,November,NA,NA,NA,NA,0,1,0,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,5,0,0,Hipposideridae,Hipposideros,Hipposideros cineraceus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,2,0,0,Hipposideridae,Hipposideros,Hipposideros pomona,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",faeces,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
sars-coronavirus ancestor's foot-prints in south-east asian bat colonies and the refuge theory,Ar Gouilh et al.,Infect Genet Evol,2011,1,0,0,Hipposideridae,Hipposideros,Hipposideros pomona,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,urinary,tissue,Thailand,Khanchanaburi,Cave 24/25,NA,NA,NA,2007,December,NA,NA,NA,NA,0,0,1,0,No
